,id,name
221,"['655387045', '648372744', '644480533', '638320927', '623088931', '620344623', '616133800', '611521237', '605604705', '594679952']",돈사돈
222,"['643177925', '620149674', '615280819', '591286909', '575175916', '564203775', '554126939', '541507379', '534337171', '520130286']",맥파이 제주점
223,"['670801079', '665952484', '655100388', '652107717', '649057674', '648061891', '648060833', '631095055', '619229462', '614262205']",삼다정
224,"['672784698', '664630980', '664433956', '659759648', '657712805', '655911316', '652071833', '651234549', '649601299', '649253678']",명진전복
225,"['667063816', '660056923', '607485404', '586899811', '573887366', '571389884', '567492823', '567161289', '562604128', '543927141']",칠돈가
226,"['663350084', '626087544', '624418977', '600779072', '600314718', '600293777', '599749550', '598660902', '590438947', '575173640']",협재화덕 도나토스
227,"['661086460', '644884252', '631474913', '574112515', '565577715', '543723467', '542855154', '505702292', '504972165', '469334465']",스시 호시카이
228,"['658363430', '635581505', '623482295', '560753775', '556764246', '555329885', '542428902', '528277134', '506632885', '505450489']",용이식당
229,"['655129167', '653087026', '644446026', '634278641', '597255965', '590420027', '581099309', '580981915', '568187024', '562378673']",흑돈가 제주본점
230,"['662319372', '660249066', '655993655', '655128812', '654983606', '653126911', '652353738', '635249664', '633709434', '631817095']",자매국수
231,"['656180516', '649755217', '645318689', '633437121', '633312054', '622125086', '617517722', '613023435', '581100205', '566205178']",삼성혈해물탕
232,"['667292473', '661575159', '659160180', '659136762', '658766974', '656873891', '656200622', '654882750', '639043520', '631586370']",가보정
233,"['579770159', '578161309', '548527265', '545400850', '490520501', '468808575', '445504869', '414250945', '368326742', '334875045']",바그다드
234,"['656290974', '654625853', '611267126', '603005857', '582539758', '541038481', '500096022', '493674120', '484780359', '334129895']",연포 갈비
235,"['633709594', '627381364', '609388082', '581099814', '569405620', '561143878', '547477904', '544339898', '532214577', '517260703']",삼대 국수회관
236,"['669854345', '667292918', '667080074', '652753100', '651929509', '646252421', '630189505', '623885968', '603740838', '603176917']",본수원갈비
237,"['650472167', '644153467', '643513232', '635104357', '634563103', '627370767', '579102089', '574634829', '574488919', '565756083']",한일옥
238,"['643982043', '636228731', '591033635', '540021194', '528164990', '484524879', '430787486', '388639199', '376356656', '376309002']",봄베이인도요리전문점
239,"['657699936', '654229752', '651702900', '637539691', '623799506', '544915534', '542594210', '541050554', '540165367', '539964312']",아웃백스테이크하우스 창원 중앙점
240,"['659937647', '659757697', '659756064', '623363211', '621751718', '612220069', '611047359', '589142634', '577755167', '559201432']",하이 타이
241,"['660896847', '647056760', '583011832', '554113338', '468225292', '376596102', '339867681', '331096641', '328510616', '320932225']",바라지레스트랑
242,"['669518058', '659514824', '638999001', '632054628', '630857200', '621665220', '545873224', '545417026', '543250195', '542924150']",민속촌 충장로점
243,"['601094924', '591033425', '574490807', '425208150', '391256756', '356237220', '351172017', '350945126', '349533043', '329855610']",오브라이언즈 아이리쉬 펍 & 레스토랑
244,"['651904473', '613825962', '591575974', '559200310', '554280034', '539274709', '467682152', '456111716', '456110843', '452279983']",뉴살라딘
245,"['637135501', '613822328', '580962982', '543927000', '543493323', '542171373', '541996204', '527497369', '515211986', '486745861']",팬 아시아
246,"['671760834', '662369297', '653184994', '651901573', '645211304', '631481509', '629849730', '624047279', '615091773', '613823804']",중앙떡볶이
247,"['664630276', '663086778', '663083796', '659545035', '659403883', '659403629', '658198272', '657087407', '656247299', '654491945']",인디언키친
248,"['604108500', '601051992', '593129299', '550601302', '495546447', '492341708', '467510775', '467164626', '445969082', '440096686']",더 퍼스트 앨리웨이
249,"['605281648', '583012519', '540095735', '499873734', '421941094', '389041411', '384191054', '345481335', '329856015', '318191736']",리틀 이탈리아
250,"['669854345', '667292918', '667080074', '652753100', '651929509', '646252421', '630189505', '623885968', '603740838', '603176917']",본수원갈비
251,"['667292473', '661575159', '659160180', '659136762', '658766974', '656873891', '656200622', '654882750', '639043520', '631586370']",가보정
252,"['643177925', '620149674', '615280819', '591286909', '575175916', '564203775', '554126939', '541507379', '534337171', '520130286']",맥파이 제주점
253,"['662377403', '654218128', '644280808', '620898641', '608180912', '605582457', '596945712', '586806868', '570675291', '569836735']",소울 키친
254,"['670594782', '667082321', '634584367', '634309265', '634069593', '633575672', '633542649', '613303959', '612457545', '612456920']",광원
255,"['666260729', '665958171', '657913571', '654858246', '644643041', '641064886', '636322374', '635570851', '634324903', '632946132']",우진해장국
256,"['674498621', '663005859', '659543982', '652694645', '646895613', '635586095', '622142602', '618619312', '618111004', '606187569']",더 파크뷰
257,"['670801079', '665952484', '655100388', '652107717', '649057674', '648061891', '648060833', '631095055', '619229462', '614262205']",삼다정
258,"['662319372', '660249066', '655993655', '655128812', '654983606', '653126911', '652353738', '635249664', '633709434', '631817095']",자매국수
259,"['638179025', '637408941', '637408225', '637119303', '636834836', '636833977', '636832657', '636831314', '636822729', '636796489']",나니아
260,"['672784698', '664630980', '664433956', '659759648', '657712805', '655911316', '652071833', '651234549', '649601299', '649253678']",명진전복
261,"['657141706', '654982792', '653793625', '639001599', '638319759', '633709186', '631817012', '631127671', '627648947', '626295873']",올래국수
262,"['656290974', '654625853', '611267126', '603005857', '582539758', '541038481', '500096022', '493674120', '484780359', '334129895']",연포 갈비
263,"['636971765', '635701456', '592633567', '590415146', '584674659', '576249734', '561425911', '559315699', '556447785', '506642661']",마초 그릴
264,"['655387045', '648372744', '644480533', '638320927', '623088931', '620344623', '616133800', '611521237', '605604705', '594679952']",돈사돈
265,"['591034779', '546506925', '528981588', '455374527', '445751180', '400737635', '394478549', '383309661', '378251050', '634750836']",샤키즈 바 앤 그릴 3
266,"['593899186', '586171307', '575175570', '544352151', '541863364', '525174396', '521404583', '500502968', '361044079', '358317768']",아트리오
267,"['655129167', '653087026', '644446026', '634278641', '597255965', '590420027', '581099309', '580981915', '568187024', '562378673']",흑돈가 제주본점
268,"['579770159', '578161309', '548527265', '545400850', '490520501', '468808575', '445504869', '414250945', '368326742', '334875045']",바그다드
269,"['663350084', '626087544', '624418977', '600779072', '600314718', '600293777', '599749550', '598660902', '590438947', '575173640']",협재화덕 도나토스
270,"['632715072', '570382516', '537272844', '526404856', '497805140', '440783274', '394043523', '344397533', '310327326', '304264662']",큰집
271,"['661086460', '644884252', '631474913', '574112515', '565577715', '543723467', '542855154', '505702292', '504972165', '469334465']",스시 호시카이
272,"['658558687', '656257713', '643029890', '636950008', '634775440', '576118897', '574075408', '552105838', '550777135', '546918894']",딘타이펑 롯데몰 김포공항점
273,"['674567343', '674563749', '668805093', '666286399', '659448725', '659448595', '646225632', '642739176', '640923663', '640239038']",더그리핀바
274,"['673122869', '670016448', '665798448', '629109174', '599206712', '597189975', '590459811', '590413557', '585209005', '583815710']",신선설농탕 명동점
275,"['674726102', '669346651', '664158048', '660294126', '655772600', '655772304', '646748005', '644430490', '642573951', '641703520']",빅가이즈 씨푸드 홍대점
276,"['635700860', '629845091', '617479499', '554138671', '553828780', '552637494', '540549971', '512052979', '512018809', '504723265']",캐비넷
277,"['633709594', '627381364', '609388082', '581099814', '569405620', '561143878', '547477904', '544339898', '532214577', '517260703']",삼대 국수회관
278,"['590101965', '567576301', '541040133', '492066637', '378249242', '310849661']",섬진강재첩전문점
279,"['667063816', '660056923', '607485404', '586899811', '573887366', '571389884', '567492823', '567161289', '562604128', '543927141']",칠돈가
280,"['651144920', '645889172', '625306579', '591028959', '590398293', '575698656', '560598165', '560370677', '556392423', '554911980']",기장손칼국수
281,"['636995203', '630410614', '629979111', '624363744', '559897416', '546520942', '542608972', '541938969', '541475278', '540558196']",스페인클럽
282,"['658363430', '635581505', '623482295', '560753775', '556764246', '555329885', '542428902', '528277134', '506632885', '505450489']",용이식당
283,"['656180516', '649755217', '645318689', '633437121', '633312054', '622125086', '617517722', '613023435', '581100205', '566205178']",삼성혈해물탕
284,"['654017368', '619155455', '579417815', '575707619', '561648896', '547987152', '544330736', '542367556', '541471881', '540536392']",유가네 닭갈비
285,"['632715752', '590101836', '535836052', '512500763', '454877913', '444446025', '331523378', '331166591', '326853895', '323091307']",골목게장
286,"['664630276', '663086778', '663083796', '659545035', '659403883', '659403629', '658198272', '657087407', '656247299', '654491945']",인디언키친
287,"['608800844', '596007585', '547973058', '544801297', '543331200', '542357564', '541107628', '531360319', '531246804', '497060943']",할매 가야 밀면
288,"['670801079', '665952484', '655100388', '652107717', '649057674', '648061891', '648060833', '631095055', '619229462', '614262205']",삼다정
289,"['632716109', '590102085', '448790091', '406859417', '365621327', '324297107', '320361438', '316184314', '314949669', '164361102']",울프하운드 아이리쉬 펍 & 레스토랑
290,"['670594782', '667082321', '634584367', '634309265', '634069593', '633575672', '633542649', '613303959', '612457545', '612456920']",광원
291,"['643177925', '620149674', '615280819', '591286909', '575175916', '564203775', '554126939', '541507379', '534337171', '520130286']",맥파이 제주점
292,"['672784698', '664630980', '664433956', '659759648', '657712805', '655911316', '652071833', '651234549', '649601299', '649253678']",명진전복
293,"['657141706', '654982792', '653793625', '639001599', '638319759', '633709186', '631817012', '631127671', '627648947', '626295873']",올래국수
294,"['666260729', '665958171', '657913571', '654858246', '644643041', '641064886', '636322374', '635570851', '634324903', '632946132']",우진해장국
295,"['636971765', '635701456', '592633567', '590415146', '584674659', '576249734', '561425911', '559315699', '556447785', '506642661']",마초 그릴
296,"['655232803', '623195387', '618389197', '572793206', '572082336', '555258862', '549621853', '547091651', '543134466', '534244338']",부산족발
297,"['547989362', '545933242', '542606410', '541485268', '540600482', '455746417', '447711841', '447397218', '446438578', '436977934']",거인통닭
298,"['662174802', '556581928', '544355669', '502381659', '460011576', '420385288', '383461020', '383001457', '364977931', '356317884']",동래삼계탕
299,"['655387045', '648372744', '644480533', '638320927', '623088931', '620344623', '616133800', '611521237', '605604705', '594679952']",돈사돈
300,"['632717291', '541795980', '347022625', '346843904', '346028994', '344398677', '322527043', '315274569', '314948644', '672029379']",나마스테 해운대점
301,"['632715969', '575706447', '572793050', '427191798', '368308549', '344397813', '308380317', '307938259', '165278262', '165278263']",김밥천국
302,"['670027230', '546927560', '542609496', '541475481', '540539703', '530141597', '529760376', '494446837', '443096924', '442549828']",속씨원한대구탕
303,"['646721930', '619156368', '605660695', '592158613', '585751119', '581084959', '565600713', '563363557', '542609666', '541752557']",매드포갈릭 해운대점
304,"['662319372', '660249066', '655993655', '655128812', '654983606', '653126911', '652353738', '635249664', '633709434', '631817095']",자매국수
305,"['675129520', '662175109', '617884695', '592409092', '561168868', '556739558', '556229898', '541484458', '494760267', '440473799']",서울깍두기
306,"['663350084', '626087544', '624418977', '600779072', '600314718', '600293777', '599749550', '598660902', '590438947', '575173640']",협재화덕 도나토스
307,"['655129167', '653087026', '644446026', '634278641', '597255965', '590420027', '581099309', '580981915', '568187024', '562378673']",흑돈가 제주본점
308,"['632716949', '610350332', '327739532']",제주가 서면점
309,"['661086460', '644884252', '631474913', '574112515', '565577715', '543723467', '542855154', '505702292', '504972165', '469334465']",스시 호시카이
310,"['579770159', '578161309', '548527265', '545400850', '490520501', '468808575', '445504869', '414250945', '368326742', '334875045']",바그다드
311,"['656180516', '649755217', '645318689', '633437121', '633312054', '622125086', '617517722', '613023435', '581100205', '566205178']",삼성혈해물탕
312,"['633709594', '627381364', '609388082', '581099814', '569405620', '561143878', '547477904', '544339898', '532214577', '517260703']",삼대 국수회관
313,"['670447703', '670393264', '665370169', '664583480', '660449577', '659006229', '655910268', '655110149', '654098097', '653797911']",토속촌삼계탕
314,"['633701297', '596068265', '591943793', '565037083', '545868045', '541961806', '541111378', '541096404', '536390117', '431656777']",교촌치킨 홍대점
315,"['625148726', '516490336', '358895689', '329895833', '670332655', '659433828', '654275093', '646370049', '621826761', '597937009']",마칸 할랄 코리안 레스토랑
316,"['675221124', '674539394', '673890391', '665877474', '654984237', '646190219', '623629022', '623056051', '613958622', '604813770']",고집돌우럭
317,"['650842364', '595514917', '578441384', '556299002', '546353976', '509891793', '500855629', '452302921', '447612642', '444816519']",늘봄 흙돼지
318,"['674483587', '672025960', '618340850', '618109609', '603690799', '585259048', '584671020', '580290503', '579747475', '573866515']",모모 카페
319,"['672655420', '672328128', '671255320', '667295624', '657913481', '651360353', '646167103', '642759984', '640525579', '633511464']",서울24시감자탕 서현점
320,"['667724217', '640306515', '617156036', '613345097', '611390243', '603692189', '584096301', '566382736', '564157985', '560171601']",버터핑커 팬케익 분당점
321,"['673432656', '671828888', '634283577', '626315512', '609012617', '607594848', '598421464', '595711729', '589417273', '586522275']",바토스 이태원점
322,"['659702000', '658731667', '633320712', '623958774', '604685580', '586540339', '584097045', '578903825', '552662956', '547667343']",생어거스틴 판교점
323,"['675137054', '671089131', '669333734', '667743866', '666544955', '666544170', '666163157', '661957057', '661302718', '660653801']",바이킹스워프 롯데월드몰점
324,"['656450562', '640114351', '616838981', '605554195', '586379871', '576306665', '571933318', '569395150', '568261434', '564139389']",진옥화할매원조닭한마리
325,"['653662999', '646980751', '640772015', '633876803', '624866442', '616808377', '603162984', '596113295', '582596379', '581577761']",만족오향족발 시청점
326,"['662456839', '621826322', '620901165', '591861941', '559919957', '557021769', '540846890', '538922662', '534746051', '531700688']",그랜드 키친
327,"['655941994', '647902115', '647078613', '640508097', '636376796', '632960594', '613344678', '609097087', '590396202', '580360811']",라세느
328,"['666157823', '654729064', '622804676', '616652672', '612141407', '605553188', '583160439', '545882175', '541061324', '523440625']",단풍나무 집 이태원점
329,"['643407805', '632882915', '593477820', '673131201', '641700874', '604485902', '588690608', '585945229', '582802782', '582731316']",예지식당
330,"['660960480', '653739114', '651360619', '624842961', '623959084', '619002807', '611265334', '604686113', '580284261', '559700239']",매드포갈릭 분당서현점
331,"['358893539', '670332465', '656645005', '653720677', '633718234', '631158738', '625755415', '611873416', '598075382', '579386015']",이드 - 할랄 코리안 푸드
332,"['609504009', '584131917', '582163849', '580918731', '571238297', '569032736', '568857804', '566446406', '566001318', '565586047']",WXYZ바
333,"['669854345', '667292918', '667080074', '652753100', '651929509', '646252421', '630189505', '623885968', '603740838', '603176917']",본수원갈비
334,"['673122869', '670016448', '665798448', '629109174', '599206712', '597189975', '590459811', '590413557', '585209005', '583815710']",신선설농탕 명동점
335,"['658783350', '648630806', '641741347', '624382665', '622538499', '595109508', '587532048', '443414586', '430458642', '382338475']",마츠
336,"['553035956', '541044490', '519743532', '503087134', '480759316', '356007898', '270703700', '163579631', '164359887', '165277276']",필경재
337,"['674293103', '629843474', '560944103', '543554732', '534747245', '533597570', '462509699', '462273197', '417762652', '409070412']",밍글스
338,"['633319691', '503040481', '358891447', '329850099', '295869135', '673633852', '667744379', '632946743', '627770780', '627408013']",콘지하우스 명동
339,"['656489069', '649422003', '639639361', '631440171', '611147611', '582322198', '579545992', '574580516', '565553622', '543767124']",류니끄
340,"['662456839', '621826322', '620901165', '591861941', '559919957', '557021769', '540846890', '538922662', '534746051', '531700688']",그랜드 키친
341,"['672971248', '665456494', '621973534', '605860211', '605812257', '600632368', '598814148', '592985503', '592984748', '592980777']",양국
342,"['660647993', '654025718', '650785859', '643953709', '640622730', '639699778', '629743693', '629245403', '620692481', '616256841']",청초수 물회
343,"['664645190', '646989232', '638442262', '616844823', '594222881', '580357489', '550567752', '548521573', '539955583', '512451890']",오모리 찌개 잠실 본점
344,"['664941955', '621639458', '621009065', '611235467', '610735232', '607871864', '591302964', '570724271', '566822570', '563498495']",진미식당
345,"['672946326', '664352534', '660648425', '655589078', '655091857', '648748476', '643952583', '640623358', '620691508', '619975684']",만석닭강정
346,"['670043031', '666557150', '651364949', '650785544', '650311549', '642719916', '641515794', '633760627', '624571191', '621034111']",만석닭강정 중앙시장분점
347,"['657460472', '655589607', '648731426', '633759938', '629591502', '619976789', '602021031', '592294530', '586666876', '581039975']",88생선구이
348,"['623130133', '617849157', '609502987', '600375612', '576934407', '565718615', '563498718', '561029634', '554777747', '547743938']",대도식당 - 왕십리본점
349,"['660648141', '659397533', '656661430', '655091615', '650632572', '626010805', '619952074', '599223276', '595097403', '593974079']",봉포머구리집
350,"['651879830', '640850480', '593991997', '546583528', '544032386', '542821442', '542198010', '530943313', '526546692', '647203087']",육전식당 1호점
351,"['648433197', '639506869', '597477878', '562788667', '546364919', '545254506', '545153039', '541125881', '481575761', '401067511']",미쓰족발 홍대점
352,"['620888433', '571580413', '539862429', '509270954', '469333517', '469113059', '445435355', '364041088', '360365749', '356993679']",빠르크
353,"['651725010', '647549927', '621629665', '617184249', '611543937', '611311133', '596340882', '577719550', '574907667', '567529761']",구스토 타코
354,"['672493895', '650460455', '603359528', '541367122', '532780723', '511771171', '500104238', '474548946', '377320405', '345721844']",함흥면옥
355,"['665197997', '655775389', '654493653', '651628349', '649414886', '643261737', '640128515', '634611314', '631147199', '629090915']",최고집 홍대점
356,"['659131548', '605226838', '596343968', '593011126', '583180394', '543983876', '541109924', '541095675', '540317297', '529857230']",연남서식당
357,"['655093620', '654624024', '651365070', '651127557', '646153726', '639059266', '639020534', '631121557', '620723630', '590136923']",크라이치즈 버거
358,"['671787904', '633887121', '653400123', '651231369', '633705724', '594190027', '574569661', '557197314', '550395226', '542197929']",지화자
359,"['640922567', '610734996', '607871156', '590430317', '562787493', '544622598', '543926827', '445959814', '439398665', '396692965']",아현동간장게장
360,"['639309129', '604143156', '590002899', '557512957', '507935435', '491696216', '483561140', '479632599', '473488005', '464244333']",죠티인도레스토랑
361,"['668772978', '647129143', '644668972', '640538364', '624865969', '623908511', '617244050', '612305523', '587208714', '564163948']",모모카페 코트야드 서울 남대문
362,"['648433197', '639506869', '597477878', '562788667', '546364919', '545254506', '545153039', '541125881', '481575761', '401067511']",미쓰족발 홍대점
363,"['628232045', '611275615', '604153356', '603709055', '590428071', '580993524', '546929555', '541364492', '492314120', '467100130']",헴라갓
364,"['640922567', '610734996', '607871156', '590430317', '562787493', '544622598', '543926827', '445959814', '439398665', '396692965']",아현동간장게장
365,"['662441488', '655302616', '654883331', '650879308', '638471273', '564868881', '555335398', '548518728', '541754821', '525171252']",피스트
366,"['664941955', '621639458', '621009065', '611235467', '610735232', '607871864', '591302964', '570724271', '566822570', '563498495']",진미식당
367,"['672492898', '584046390', '562449744', '552927106', '543068474', '542822803', '541212464', '394026472', '390307286', '375688583']",홍대 닭갈비
368,"['674290280', '652690382', '648629041', '639554371', '634310000', '630184160', '627160131', '617510479', '616356554', '606891948']",무교동 북어국집
369,"['672491308', '571225825', '561157875', '550314705', '550298783', '548297543', '547963690', '543912188', '543912136', '536295064']",파크카페
370,"['670447703', '670393264', '665370169', '664583480', '660449577', '659006229', '655910268', '655110149', '654098097', '653797911']",토속촌삼계탕
371,"['640992675', '624328056', '550106239', '542546576', '542106582', '530241984', '450451342', '380698540', '343710743', '335885353']",신선설농탕 홍대점
372,"['672491743', '655131435', '638687108', '550358356', '545407514', '542554270', '541937753', '541086305', '537586579', '534062353']",스파카 나폴리
373,"['654035385', '646981227', '640785923', '631800192', '604519445', '579571436', '542635150', '541123596', '533007796', '489336035']",마포만두
374,"['646543113', '638959253', '621742203', '604274256', '596025644', '589040291', '580280291', '579779167', '566403893', '562039627']",황해칼국수
375,"['672494379', '668925912', '546757190', '516159496', '505644370', '405074229', '331344407', '329440656', '328897874', '322305318']",츄리 츄리
376,"['613665042', '603166583', '593519384', '582072983', '581306322', '581178577', '577658296', '577052869', '576355000', '575801496']",랑빠스81
377,"['668797236', '668207935', '656934550', '624302093', '592100829', '558780981', '543718040', '543119646', '542550480', '542340866']",더 신더 바
378,"['665904360', '648743366', '623084802', '605595394', '589646581', '578183257', '566550393', '562461130', '544232221', '541116652']",을밀대
379,"['669858822', '632830654', '620587878', '613310429', '577696809', '574478547', '558582772', '545231295', '541264730', '539049822']",제스트
380,"['647511451', '602595107', '559561409', '552095837', '545267478', '543466891', '523665932', '518616219', '487555587', '454971788']",핏제리아 나폴리
381,"['633882723', '546285077', '544184195', '519892778', '422002743', '421716040', '421714771', '421714658', '421714183', '404854550']",랠리쉬
382,"['616630760', '592097201', '588684401', '566403686', '549246073', '544171377', '543491852', '540087420', '532894966', '507350024']",풀사이드 228
383,"['651899254', '580519063', '569012206', '564152931', '542719122', '541504224', '541107993', '539871213', '529736770', '516093932']",그랜드 카페
384,"['674530546', '666816234', '652023553', '651947870', '651900261', '646706754', '643897245', '639018842', '616630451', '616412234']",신포닭강정
385,"['672373053', '654229772', '642173542', '622264463', '596344598', '588637047', '583160958', '574126423', '553046564', '546898654']",카사블랑카 샌드위치
386,"['655093620', '654624024', '651365070', '651127557', '646153726', '639059266', '639020534', '631121557', '620723630', '590136923']",크라이치즈 버거
387,"['644670229', '554840479', '543490525', '541367028', '541250284', '531118073', '503747205', '493158550', '482083787', '474389894']",모모 카페
388,"['633701297', '596068265', '591943793', '565037083', '545868045', '541961806', '541111378', '541096404', '536390117', '431656777']",교촌치킨 홍대점
389,"['656672066', '640849806', '635916100', '591649759', '543866813', '541112856', '443739357', '414421319', '411789113', '343996771']",팔색삼겹살 - 신촌본점
390,"['664109239', '652881273', '647893580', '636916570', '632832420', '632477593', '611222304', '594782893', '573433095', '564771912']",아리아
391,"['658755814', '620855106', '600035117', '598651343', '597469626', '594276711', '585447867', '580281381', '542726591', '537265606']",Sky Hub Lounge
392,"['673841270', '592294120', '544171930', '542726099', '476315975', '448004634', '426920082', '417010252', '389562965', '384220135']",꽁블
393,"['672397543', '626890433', '589650194', '589406179', '581338126', '581038504', '581030526', '581030397', '581030143', '581029503']",853
394,"['668797236', '668207935', '656934550', '624302093', '592100829', '558780981', '543718040', '543119646', '542550480', '542340866']",더 신더 바
395,"['669854345', '667292918', '667080074', '652753100', '651929509', '646252421', '630189505', '623885968', '603740838', '603176917']",본수원갈비
396,"['667292473', '661575159', '659160180', '659136762', '658766974', '656873891', '656200622', '654882750', '639043520', '631586370']",가보정
397,"['656290974', '654625853', '611267126', '603005857', '582539758', '541038481', '500096022', '493674120', '484780359', '334129895']",연포 갈비
398,"['665392956', '660575357', '642349282', '637144254', '624958534', '601734408', '599763035', '589624492', '582725999', '567785123']",장수삼
399,"['671810930', '666262193', '639703513', '624596843', '622250490', '620380923', '619869338', '599153925', '593208956', '589082255']",발리우드
400,"['662441488', '655302616', '654883331', '650879308', '638471273', '564868881', '555335398', '548518728', '541754821', '525171252']",피스트
401,"['670099812', '669384683', '669294100', '669080580', '667287282', '652765462', '651163847', '650811336', '650808927', '647076489']",더파티 해운대점
402,"['546634470', '308009084', '165277312', '165277314', '165277317', '165277318', '165277320', '665902209', '456565000']",아구랑 꽃게랑
403,"['619803359', '616354498', '585264438', '546188063', '543761369', '543724451', '543262962', '541985200', '540293458', '509238925']",새마을 식당 논현 본점
404,"['673180397', '666315346', '641095337', '640668121', '638111366', '637972930', '637972671', '637970775', '637962722', '636821732']",갈메기 브루어리
405,"['659539968', '659469955', '657154332', '641728919', '639165425', '636377671', '619995375', '611255362', '609459327', '596063614']",오는정김밥
406,"['648287648', '430166612', '323068699', '164361010', '164361012', '164361014', '164361016', '164361018', '666315872', '661572440']",라지마할
407,"['668484711', '644157280', '627939409', '619153633', '618779126', '618388175', '617124958', '616491369', '596342034', '595207287']",본전돼지국밥
408,"['659221210', '650626937', '645498956', '632277449', '611491992', '606604232', '604905683', '583017891', '580726019', '575709299']",송정 3대 국밥
409,"['664332096', '526170393', '522442641', '462425817', '406858532', '401137272', '399523913', '399470198', '372494443', '344395481']",펀자브 인도 요리 전문점
410,"['674073038', '674072987', '643936935', '643716762', '643715861', '643710991', '643482986', '643475764', '642755510', '642352409']",엘피노323
411,"['642580917', '542342816', '540208349', '503028964', '446847755', '394032325', '378243179', '338665268', '637645583', '621845065']",신창 토스트
412,"['655613021', '652857554', '631122911', '625201430', '621990793', '619486452', '619439562', '611810476', '603737567', '602523237']",금수복국 본점
413,"['655941994', '647902115', '647078613', '640508097', '636376796', '632960594', '613344678', '609097087', '590396202', '580360811']",라세느
414,"['574730424', '542608254', '502672811', '454857108', '378246854', '344396998', '314949835', '231198364', '656472409', '633708951']",보이 브라질
415,"['672490029', '655083340', '620808626', '545253357', '544899958', '544317029', '544160245', '543504514', '543366993', '541989507']",안동찜닭
416,"['667076692', '666886784', '657459636', '651980672', '650224386', '645855734', '639936146', '638991366', '630829397', '611395823']",일산칼국수
417,"['668177008', '667288879', '661733140', '659162586', '657712281', '656272178', '641676287', '639359036', '639061238', '634539649']",개미집
418,"['657169432', '655650367', '648504524', '575488842', '569011601', '566945334', '559586554', '556204954', '552115368', '545230528']",온더보더 IFC몰점
419,"['645275013', '641677195', '629978781', '627176829', '625592366', '554303519', '543459221', '542368042', '541753029', '541039943']",오반장
420,"['659139810', '619443388', '619405623', '581035438', '562581662', '549982832', '541889076', '531874940', '528837993', '443096001']",원조전복죽
421,"['669838843', '652472423', '594869739', '570112441', '542395897', '541727273', '541476928', '515342301', '452252694', '327738860']",개미집 서면점
422,"['669838568', '659140771', '618066300', '566394835', '566389373', '541889372', '484014249', '483301983', '481953991', '481824631']",레이블
423,"['672493895', '650460455', '603359528', '541367122', '532780723', '511771171', '500104238', '474548946', '377320405', '345721844']",함흥면옥
424,"['653716615', '639127810', '639125056', '639122306', '629978729', '629977097', '609172422', '607844864', '606909470', '604849690']",안가
425,"['670796043', '647059721', '640605976', '628772828', '628327011', '613869154', '611744503', '599711924', '552644464', '550619109']",라이너스 바베큐
426,"['658815945', '657945501', '657535648', '657465339', '655901668', '655133358', '654213455', '654061227', '654051630', '652505965']",더파티 센텀점
427,"['656672066', '640849806', '635916100', '591649759', '543866813', '541112856', '443739357', '414421319', '411789113', '343996771']",팔색삼겹살 - 신촌본점
428,"['672490029', '655083340', '620808626', '545253357', '544899958', '544317029', '544160245', '543504514', '543366993', '541989507']",안동찜닭
429,"['659539968', '659469955', '657154332', '641728919', '639165425', '636377671', '619995375', '611255362', '609459327', '596063614']",오는정김밥
430,"['672373383', '659122713', '650423972', '645827052', '640616984', '635951962', '635918696', '635137497', '622012531', '609012042']",쟈니덤플링
431,"['657824875', '655781412', '653658928', '642745716', '634270706', '631545149', '629978973', '625202177', '618741478', '618067202']",쌍둥이돼지국밥
432,"['672666004', '666102500', '652880987', '648495926', '646170793', '616415530', '609012319', '597071158', '583661294', '581087074']",자매집
433,"['669847340', '666845276', '662022338', '656864049', '656772106', '655925027', '655783529', '652899458', '650216158', '647888455']",타볼로 24
434,"['669839210', '663864885', '569849958', '556582417', '544618815', '543716270', '506918083', '431696703', '363240121', '165277784']",제주가
435,"['669163406', '668512613', '635583998', '623882892', '581667809', '541059520', '516497821', '484957593', '482204990', '457974284']",황생가칼국수
436,"['647043167', '631120719', '619158385', '618751443', '617827337', '578696225', '576979636', '576166222', '575707197', '572117642']",초량밀면
437,"['574648541', '573874384', '555799402', '543987294', '542340945', '529784027', '413063453', '383460371', '317241486', '255223858']",남포삼계탕
438,"['669839613', '653422207', '594527679', '575696715', '547989204', '543989554', '542608642', '541034710', '534244965', '530794304']",맛찬들왕소금구이 서면점
439,"['643729884', '638797355', '581933056', '544907549', '541112355', '502426113', '500753018', '492340450', '482323086', '456064962']",프로 간장 게장 신사점
440,"['669839962', '654017814', '645077632', '575574117', '552327734', '550352738', '548312232', '545929251', '494980788', '487790435']",버거 앤 파스타
441,"['619695515', '605658440', '591034843', '567576085', '542342377', '468347183', '454877000', '356229422', '338662517', '331121006']",포도청
442,"['632715292', '619435258', '589861891', '537323324', '531049469', '488357243', '479751092', '464419712', '446057498', '414448980']",테스타르도
443,"['669840873', '605647789', '591034689', '541889003', '508258900', '485200325', '458394151', '324551527', '577823379', '571381976']",해운대 스모크하우스
444,"['673671390', '673668897', '649473561', '645471296', '590101587', '580303968', '550416153', '450595392', '344640913', '337383332']",커피 만달레이
445,"['669841243', '582309460', '575574615', '563367527', '547973119', '542608486', '541937963', '536037988', '532477494', '529761947']",설빙 부산본점
