,name,review_x
30,더 킹스,"[550482975, 544518520, 538985359, 531005367, 521695219, 486871448, 475122955, 463654279, 456103439, 445591664, 441684355, 440209859, 429503431, 417390156, 402291282, 386067990, 371066894, 366591643, 362537853, 356329032, 349423363, 347446364, 347246737, 343753722, 338290935, 333437320, 333436200, 329662169, 329266397, 329116441, 328161921, 327067071, 323333888, 323069115, 322493820, 321030487, 314744371, 314709856, 305587572, 304968097, 304595986, 301738597, 301685152, 297750583, 297359302, 296184603, 263877775, 260462759, 259970789, 225597378, 218656544, 217715794, 164361233, 164361234, 139544650, 165277840, 497327262, 494738358, 330414015, 295837251, 247917325, 232609158, 218849905, 210652782]"
31,더 파크뷰,"[674498621, 663005859, 659543982, 652694645, 646895613, 635586095, 622142602, 618619312, 618111004, 606187569, 674498621, 663005859, 659543982, 652694645, 646895613, 635586095, 622142602, 618619312, 618111004, 606187569, 674257481, 669952963, 659398972, 659164734, 646979157, 646444949, 640921714, 613991407, 612301637, 611761637, 674257481, 669952963, 659398972, 659164734, 646979157, 646444949, 640921714, 613991407, 612301637, 611761637, 568336852, 567493971, 566567647, 559511963, 557259414, 546550032, 543295096, 541884817, 541057169, 540672947, 568336852, 567493971, 566567647, 559511963, 557259414, 546550032, 543295096, 541884817, 541057169, 540672947, 607213630, 597209386, 594810529, 581551650, 573911037, 547524790, 546898826, 545160111, 544907198, 544899677, 607213630, 597209386, 594810529, 581551650, 573911037, 547524790, 546898826, 545160111, 544907198, 544899677, 540366901, 540168014, 540091837, 539872255, 537003311, 534960699, 525686309, 521043317, 518814173, 514570953, 540366901, 540168014, 540091837, 539872255, 537003311, 534960699, 525686309, 521043317, 518814173, 514570953, 544801380, 544307147, 542328802, 541997074, 541508926, 541042333, 540539177, 540237498, 540110734, 540104341, 544801380, 544307147, 542328802, 541997074, 541508926, 541042333, 540539177, 540237498, 540110734, 540104341, 506060824, 501557640, 500589235, 499346201, 499328861, 493155571, 482916106, 482324658, 480443067, 473267710, 506060824, 501557640, 500589235, 499346201, 499328861, 493155571, 482916106, 482324658, 480443067, 473267710, 518786167, 514570347, 506101948, 486921846, 484649966, 483085669, 482962634, 476262627, 476056404, 473544455, 518786167, 514570347, 506101948, 486921846, 484649966, 483085669, 482962634, 476262627, 476056404, 473544455, 471740638, 469007978, 460415803, 459626510, 457990951, 452513805, 438698967, 436044194, 431086531, 426889793, 471740638, 469007978, 460415803, 459626510, 457990951, 452513805, 438698967, 436044194, 431086531, 426889793, 472330063, 463964582, 458911906, 458703639, 455519534, 447066724, 440212736, 438910184, 436048488, 431971921, 472330063, 463964582, 458911906, 458703639, 455519534, 447066724, 440212736, 438910184, 436048488, 431971921, 426888204, 426817461, 423014190, 421098446, 391559564, 389928797, 368939047, 368298592, 362540139, 362397348, 426888204, 426817461, 423014190, 421098446, 391559564, 389928797, 368939047, 368298592, 362540139, 362397348, 419317102, 416822978, 409737505, 393763994, 384821731, 374353285, 365264205, 365243015, 365038028, 356923826, 419317102, 416822978, 409737505, 393763994, 384821731, 374353285, 365264205, 365243015, 365038028, 356923826, 360818118, 360361831, 358337271, 355175993, 353975028, 352662510, 351452681, 350116808, 350114692, 349958542, 360818118, 360361831, 358337271, 355175993, 353975028, 352662510, 351452681, 350116808, 350114692, 349958542, 356258421, 354941731, 352501474, 351776671, 350691044, 347921455, 346785237, 344894972, 344643977, 342038581, 356258421, 354941731, 352501474, 351776671, 350691044, 347921455, 346785237, 344894972, 344643977, 342038581, 347032481, 347019999, 346994083, 346519843, 341105509, 340106928, 339810534, 339809922, 339316611, 339299445, 347032481, 347019999, 346994083, 346519843, 341105509, 340106928, 339810534, 339809922, 339316611, 339299445, 341817718, 341559325, 340930854, 339817239, 335988678, 334724072, 334124631, 332773567, 331951871, 331392116, 341817718, 341559325, 340930854, 339817239, 335988678, 334724072, 334124631, 332773567, 331951871, 331392116, 338904533, 338400358, 338306528, 336179589, 327300002, 327027962, 326880056, 326164258, 324071819, 323779726, 338904533, 338400358, 338306528, 336179589, 327300002, 327027962, 326880056, 326164258, 324071819, 323779726, 331126339, 329267293, 329128902, 327576652, 327078472, 325469523, 325390397, 324035798, 324029507, 323511144, 331126339, 329267293, 329128902, 327576652, 327078472, 325469523, 325390397, 324035798, 324029507, 323511144, 319846980, 319180762, 317662150, 315624949, 315213756, 315057759, 314983844, 314950205, 314916195, 312943103, 319846980, 319180762, 317662150, 315624949, 315213756, 315057759, 314983844, 314950205, 314916195, 312943103, 323034295, 321740471, 321634953, 321026131, 320887138, 320322139, 319775492, 319193781, 314981183, 311724458, 323034295, 321740471, 321634953, 321026131, 320887138, 320322139, 319775492, 319193781, 314981183, 311724458, 312933840, 312255895, 312043292, 311785947, 310366140, 495343859, 481159895, 429503525, 388926625, 312933840, 312255895, 312043292, 311785947, 310366140, 495343859, 481159895, 429503525, 388926625, 311183119, 310800906, 309447626, 308761838, 308394001, 307971445, 306513125, 306128733, 304981346, 303712345, 311183119, 310800906, 309447626, 308761838, 308394001, 307971445, 306513125, 306128733, 304981346, 303712345, 303219124, 303097813, 303057302, 298139463, 298121309, 298114990, 297897445, 297733848, 297729026, 296449027, 303219124, 303097813, 303057302, 298139463, 298121309, 298114990, 297897445, 297733848, 297729026, 296449027, 295871916, 274893596, 254202959, 252306728, 205732616, 192070113, 165277269, 165277271, 165277272, 165277273, 295871916, 274893596, 254202959, 252306728, 205732616, 192070113, 165277269, 165277271, 165277272, 165277273, 655711682, 471995566, 464599328, 435681361, 429472753, 396554434, 393417950, 361339606, 361034377, 356956077, 655711682, 471995566, 464599328, 435681361, 429472753, 396554434, 393417950, 361339606, 361034377, 356956077, 347310559, 331334525, 320505805, 319997437, 317722305, 314683037, 307683965, 270630225, 270096027, 265013213, 347310559, 331334525, 320505805, 319997437, 317722305, 314683037, 307683965, 270630225, 270096027, 265013213, 248848055, 237934044, 235055815, 234831878, 234530959, 248848055, 237934044, 235055815, 234831878, 234530959]"
32,더 플라잉 팬 블루,"[665173781, 659008619, 614983441, 613052525, 612829072, 612777635, 612753817, 586285752, 565539557, 541139785, 516984766, 466654132, 458498170, 446201121, 342289276, 341591629, 332376147, 331952974, 330832294, 328537043, 327932626, 322200249, 312900247, 164361821, 160560907, 164361825, 157859783, 165278398, 667544838, 596934624, 519703061, 504275455, 498079718, 481993324, 474751004, 446367240, 436325119, 428282105, 426475424, 406829531, 405941730, 401124326, 396024506, 381879922, 381748580, 375388564, 371039562, 351427305, 339875869, 330063842, 308455057, 303104720, 298726101, 293171059, 278400667, 274932933, 274340434, 270510345, 259492156, 257886590, 253130898, 243458250, 239583212, 233085753]"
33,더그리핀바,"[674567343, 674563749, 668805093, 666286399, 659448725, 659448595, 646225632, 642739176, 640923663, 640239038, 674567343, 674563749, 668805093, 666286399, 659448725, 659448595, 646225632, 642739176, 640923663, 640239038, 638085419, 636607752, 635838218, 635049036, 633975498, 630693165, 624216835, 623908123, 614855556, 613584459, 638085419, 636607752, 635838218, 635049036, 633975498, 630693165, 624216835, 623908123, 614855556, 613584459, 612265092, 612218704, 610419643, 590598771, 582220074, 581008322, 580992960, 580500967, 578778136, 578603660, 612265092, 612218704, 610419643, 590598771, 582220074, 581008322, 580992960, 580500967, 578778136, 578603660, 574886877, 566778678, 566446202, 559128182, 557660598, 554504337, 553425066, 546637349, 546634440, 536878396, 574886877, 566778678, 566446202, 559128182, 557660598, 554504337, 553425066, 546637349, 546634440, 536878396, 536165133, 536158406, 535929084, 532512652, 532508102, 503792988, 497361839, 484074572, 469761820, 467704300, 536165133, 536158406, 535929084, 532512652, 532508102, 503792988, 497361839, 484074572, 469761820, 467704300, 402206168, 394653483, 394650489, 391000086, 375017452, 363586432, 362939330, 361104892, 360535047, 358931532, 402206168, 394653483, 394650489, 391000086, 375017452, 363586432, 362939330, 361104892, 360535047, 358931532, 358775445, 357718742, 356792847, 356228286, 355923738, 355235577, 354717228, 354311698, 353641103, 352324706, 358775445, 357718742, 356792847, 356228286, 355923738, 355235577, 354717228, 354311698, 353641103, 352324706, 351788057, 351777426, 350455998, 349956068, 349297390, 349279729, 348786034, 348416928, 347833921, 347833888, 351788057, 351777426, 350455998, 349956068, 349297390, 349279729, 348786034, 348416928, 347833921, 347833888, 347550583, 347328917, 347266588, 346440489, 346112006, 340634081, 340581189, 340568689, 340567882, 340419173, 347550583, 347328917, 347266588, 346440489, 346112006, 340634081, 340581189, 340568689, 340567882, 340419173, 340296843, 340090495, 339568115, 339562098, 339552088, 339297098, 339273445, 339111170, 338666304, 338637890, 340296843, 340090495, 339568115, 339562098, 339552088, 339297098, 339273445, 339111170, 338666304, 338637890, 338609198, 338397262, 338395296, 338118956, 338076224, 337783207, 518892808, 516499602, 507791325, 497788975, 338609198, 338397262, 338395296, 338118956, 338076224, 337783207, 518892808, 516499602, 507791325, 497788975, 495753485, 493415701, 489244218, 445451842, 439474593, 437646789, 428436975, 420645549, 418279646, 417727835, 495753485, 493415701, 489244218, 445451842, 439474593, 437646789, 428436975, 420645549, 418279646, 417727835, 410206630, 409168259, 397324417, 391301315, 389959975, 384620999, 355448903, 354581004, 350991622, 347879476, 410206630, 409168259, 397324417, 391301315, 389959975, 384620999, 355448903, 354581004, 350991622, 347879476, 347878676, 347786893, 347548115, 347138158, 341418948, 340619494, 339968479, 347878676, 347786893, 347548115, 347138158, 341418948, 340619494, 339968479]"
34,더파티 센텀점,"[658815945, 657945501, 657535648, 657465339, 655901668, 655133358, 654213455, 654061227, 654051630, 652505965, 651966495, 651607523, 650984012, 650809513, 649423289, 625149398, 624964320, 624951141, 624886494, 624884395, 624879667, 620922178, 605645607, 584969936, 575563515, 574450221, 573844234, 572810984, 572619314, 572616949, 566592974, 557456126, 556784596, 549407306, 549407213, 549407147, 549260149, 546576711, 543733350, 541040198, 539581176, 539581114, 539580612, 539580583, 539580404, 538065649, 537304144, 537297904, 537099479, 537098404, 537095174, 494972446, 492648644, 491402970, 488123709, 487901980, 485194823, 485165485, 483320788, 483082463, 474299841, 471533333, 470751337, 469779247, 469555528, 468423288, 467731727, 467085860, 441437240, 438658121, 396436483, 393160529, 385097523, 377570790, 371628951, 368346855, 430433803, 375741144]"
35,더파티 해운대점,"[670099812, 669384683, 669294100, 669080580, 667287282, 652765462, 651163847, 650811336, 650808927, 647076489, 643782080, 641665062, 627045550, 624958216, 621831701, 619136896, 618332902, 616947920, 611311809, 603727166, 603651987, 602525878, 583373042, 581394945, 579365863, 575134441, 572546585, 572049561, 571173285, 571172568, 570696061, 570625364, 570064121, 569647467, 568112873, 564959907, 561859485, 560770959, 554705575, 554547710, 554321217, 553949811, 553926770, 553133724, 552667294, 552372938, 551708967, 551047081, 550839895, 549532432, 548917471, 548318771, 547758275, 547100239, 546954781, 545718534, 545475386, 545175293, 544978487, 544365001, 543927870, 543812055, 543565050, 543516911, 543452993, 543069800, 542916685, 542573877, 542366930, 542330999, 542074190, 541887038, 541500123, 541327274, 541275210, 541101278, 540939426, 540628618, 540539482, 539844491, 539661687, 539269342, 539065369, 538948313, 538635266, 538392193, 537766621, 537335038, 537126143, 537020094, 536325377, 533304427, 521601709, 520611619, 509550586, 509498297, 494969428, 491165277, 488604804, 487559916, 486718932, 485154660, 483074112, 474800477, 460558543, 460010141, 459495531, 454234746, 454048330, 444370294, 439177493, 419230555, 419007434, 412963824, 407917807, 406992603, 401482200, 397277677, 390239062, 387635168, 383001740, 382369922, 379865809, 377339601, 370274373, 368619520, 368333207, 364860341, 356326582, 354696227, 354458411, 351025163, 347624950, 346872332, 346462101, 340089708, 338563655, 335965762, 335331831, 333212435, 330926601, 328904521, 321510526, 319753924, 317083832, 317005428, 314964764, 314592838, 313379989, 312213336, 310922136, 310382592, 310374751, 310374613, 306843321, 305387498, 304913813, 303914837, 303537836, 254778722, 251406512, 161235218, 164359584, 165277198, 499828320, 475776625, 474416452, 412666345, 379214957, 280283344, 279453664, 266618048]"
36,도림,"[672701982, 663353344, 650481503, 649864926, 627973556, 552085744, 542965690, 541688108, 540109923, 539093956, 446191284, 446005930, 444912958, 429015409, 426902143, 420446934, 368671098, 368661922, 368655819, 368440486, 368436491, 368379846, 368156913, 366746054, 363766540, 362194593, 362161749, 361947525, 361910761, 361786113, 361651774, 361634904, 357696753, 354911783, 353739735, 353092775, 347253026, 345078930, 342487969, 330633573, 326223321, 325679666, 324785667, 324557418, 324322960, 323807488, 321165302, 317002653, 307811901, 305171604, 305168394, 270323603, 259194438, 665720032, 581426834, 576211921, 530799766, 503726208, 469503774, 384764757, 366569880, 353167353, 236003487]"
37,돈사돈,"[655387045, 648372744, 644480533, 638320927, 623088931, 620344623, 616133800, 611521237, 605604705, 594679952, 655387045, 648372744, 644480533, 638320927, 623088931, 620344623, 616133800, 611521237, 605604705, 594679952, 655387045, 648372744, 644480533, 638320927, 623088931, 620344623, 616133800, 611521237, 605604705, 594679952, 594672658, 590249870, 588760762, 587747106, 580363018, 577767321, 563801519, 556783805, 547433180, 546620256, 594672658, 590249870, 588760762, 587747106, 580363018, 577767321, 563801519, 556783805, 547433180, 546620256, 594672658, 590249870, 588760762, 587747106, 580363018, 577767321, 563801519, 556783805, 547433180, 546620256, 546369834, 545453985, 545421885, 545152867, 543759888, 542099749, 541648047, 541555327, 517288945, 500085978, 546369834, 545453985, 545421885, 545152867, 543759888, 542099749, 541648047, 541555327, 517288945, 500085978, 546369834, 545453985, 545421885, 545152867, 543759888, 542099749, 541648047, 541555327, 517288945, 500085978, 485777247, 482778409, 480868106, 477841848, 474427302, 456155337, 448461870, 428353553, 427795847, 406998583, 485777247, 482778409, 480868106, 477841848, 474427302, 456155337, 448461870, 428353553, 427795847, 406998583, 485777247, 482778409, 480868106, 477841848, 474427302, 456155337, 448461870, 428353553, 427795847, 406998583, 404348547, 393906664, 389595124, 388937802, 378187903, 376666283, 371342787, 366187834, 354001065, 351823930, 404348547, 393906664, 389595124, 388937802, 378187903, 376666283, 371342787, 366187834, 354001065, 351823930, 404348547, 393906664, 389595124, 388937802, 378187903, 376666283, 371342787, 366187834, 354001065, 351823930, 351343452, 350421145, 342262091, 339916599, 338358339, 337170959, 334019972, 333603228, 331209040, 329269343, 351343452, 350421145, 342262091, 339916599, 338358339, 337170959, 334019972, 333603228, 331209040, 329269343, 351343452, 350421145, 342262091, 339916599, 338358339, 337170959, 334019972, 333603228, 331209040, 329269343, 329100493, 327504914, 327328063, 326401925, 325004759, 324031359, 324028001, 323407363, 320293257, 449791702, 329100493, 327504914, 327328063, 326401925, 325004759, 324031359, 324028001, 323407363, 320293257, 449791702, 329100493, 327504914, 327328063, 326401925, 325004759, 324031359, 324028001, 323407363, 320293257, 449791702, 390346872, 390346872, 390346872]"
38,동화가든,"[674912746, 661249330, 651938932, 651495669, 651047660, 650857387, 649761687, 646232889, 630966447, 629739069, 625618185, 614880660, 614838934, 614485259, 605830715, 604146368, 599429768, 598702040, 591755733, 587523456, 581552914, 580950802, 573876548, 568978886, 565773772, 563711922, 562300368, 561213502, 560704017, 556058216, 555259776, 550762107, 548943618, 546524283, 546278786, 541946381, 533271779, 531017885, 526735155, 524372517, 523110258, 522102729, 514035128, 507785406, 497302769, 495795984, 486276419, 482819802, 481786443, 477587679, 477048372, 461579366, 461462581, 458792103, 454136831, 448445016, 446788327, 445493914, 438930326, 438270080, 438193416, 430458867, 420367547, 416029456, 413427679, 405172520, 404009486, 400223934, 391903564, 381055197, 361646129, 353741835, 353074067, 351709530, 347014029, 343948905, 339026087, 334768763, 331121568, 329919946, 329668124, 328763616, 326607896, 325358254, 319201086, 314385689, 311469656, 239397182]"
39,딘타이펑 롯데몰 김포공항점,"[658558687, 656257713, 643029890, 636950008, 634775440, 576118897, 574075408, 552105838, 550777135, 546918894, 540174576, 506001206, 450932150, 441466891, 434440242, 415213419, 366748645, 360627597, 359555832, 358741459, 358148716, 358140447, 347102857, 332588664, 332353333, 329629070, 329512572, 329272084, 329264940, 321890568, 318449371, 318142605, 317157100, 315532865, 315305010, 314984614, 312573937, 310853149, 310836979, 310376284, 308487067, 306479639, 303167180, 264579706, 240782466, 486349593, 435959329, 290753992, 233436785, 211829549]"
40,딘타이펑 명동중앙점,"[671037600, 628257622, 627620759, 618352280, 617816420, 583815092, 569089846, 546356771, 542907894, 533141936, 531043767, 526866584, 509889547, 489339084, 487558806, 472776637, 451689343, 421957592, 415647049, 404764717, 400259265, 365866687, 350163494, 343067458, 340186748, 331121550, 329859089, 329810174, 329000951, 328566710, 328497016, 324542821, 323409996, 323351200, 323111409, 320894182, 320887571, 315032273, 315014839, 312996647, 311462896, 311271608, 310795100, 306497819, 306178561, 306155668, 304879080, 301654310, 298639309, 298090414, 297726075, 288146137, 257774314, 211544846, 207767421, 171899028, 165278012, 147043533, 165278014, 144528500, 165278016, 664841799, 611401203, 585484349, 571436990, 541393291, 536113284, 520183726, 511612870, 511550855, 508916210, 507595085, 503079988, 488955782, 480029774, 440550512, 438613047, 434718943, 415674693, 414744958, 399730560, 388010068, 380195214, 376582271, 343736817, 342640722, 341085255, 331713868, 320543063, 313224539, 277701775, 274311836, 261811603, 247493764, 247493647, 245556824, 205141099]"
41,라세느,"[655941994, 647902115, 647078613, 640508097, 636376796, 632960594, 613344678, 609097087, 590396202, 580360811, 664244869, 656144436, 637911179, 637259765, 632265187, 630177882, 620587617, 620328054, 613120675, 609011721, 664244869, 656144436, 637911179, 637259765, 632265187, 630177882, 620587617, 620328054, 613120675, 609011721, 655941994, 647902115, 647078613, 640508097, 636376796, 632960594, 613344678, 609097087, 590396202, 580360811, 576186988, 573852946, 568565385, 540076357, 537986065, 536831254, 524286441, 522040260, 481727394, 465479717, 607214123, 603158719, 602100866, 592707145, 564852701, 560175531, 559036690, 556029013, 549473277, 549422507, 607214123, 603158719, 602100866, 592707145, 564852701, 560175531, 559036690, 556029013, 549473277, 549422507, 576186988, 573852946, 568565385, 540076357, 537986065, 536831254, 524286441, 522040260, 481727394, 465479717, 455332622, 451168610, 445980779, 443664708, 436728890, 431197325, 424257519, 413362909, 410932230, 406051133, 547155387, 545177801, 544800947, 544307315, 543725402, 542332178, 541687944, 541061000, 540617364, 530049663, 547155387, 545177801, 544800947, 544307315, 543725402, 542332178, 541687944, 541061000, 540617364, 530049663, 455332622, 451168610, 445980779, 443664708, 436728890, 431197325, 424257519, 413362909, 410932230, 406051133, 405936669, 385168952, 368364343, 343035097, 341784887, 336814271, 331530658, 329722645, 327939053, 327720448, 509696165, 508612321, 497016726, 494919251, 488169092, 487519848, 484766492, 481728195, 470262617, 462616660, 509696165, 508612321, 497016726, 494919251, 488169092, 487519848, 484766492, 481728195, 470262617, 462616660, 405936669, 385168952, 368364343, 343035097, 341784887, 336814271, 331530658, 329722645, 327939053, 327720448, 326874998, 324412755, 324335991, 323550383, 319778437, 317406321, 315337451, 314942283, 311161514, 306648958, 461593233, 461078435, 460561504, 458410486, 456543838, 453243570, 450934657, 449742387, 448041549, 445958763, 461593233, 461078435, 460561504, 458410486, 456543838, 453243570, 450934657, 449742387, 448041549, 445958763, 326874998, 324412755, 324335991, 323550383, 319778437, 317406321, 315337451, 314942283, 311161514, 306648958, 303591755, 301675825, 300952440, 300082216, 298596903, 296775400, 286249632, 270656004, 264820477, 251711611, 445483213, 445448644, 442502491, 438715251, 436046819, 435745396, 429855727, 428734439, 422384567, 420364381, 445483213, 445448644, 442502491, 438715251, 436046819, 435745396, 429855727, 428734439, 422384567, 420364381, 303591755, 301675825, 300952440, 300082216, 298596903, 296775400, 286249632, 270656004, 264820477, 251711611, 234031548, 205612280, 164552257, 162807537, 458374850, 403898685, 386532422, 355235259, 314424574, 246283162, 419316879, 410850998, 408062756, 406398675, 404357688, 397526358, 392738951, 391184838, 389327936, 386326955, 419316879, 410850998, 408062756, 406398675, 404357688, 397526358, 392738951, 391184838, 389327936, 386326955, 234031548, 205612280, 164552257, 162807537, 458374850, 403898685, 386532422, 355235259, 314424574, 246283162, 386315343, 378812452, 378270795, 377250743, 376615732, 375985432, 373541273, 372516642, 371689016, 369760732, 386315343, 378812452, 378270795, 377250743, 376615732, 375985432, 373541273, 372516642, 371689016, 369760732, 369696415, 367731414, 357191054, 357011858, 350514279, 344173976, 341554855, 341339577, 339835512, 338561521, 369696415, 367731414, 357191054, 357011858, 350514279, 344173976, 341554855, 341339577, 339835512, 338561521, 338313286, 334685397, 334575425, 334521136, 334146106, 331118029, 329906563, 329435309, 329278442, 329131793, 338313286, 334685397, 334575425, 334521136, 334146106, 331118029, 329906563, 329435309, 329278442, 329131793, 328561147, 327577671, 325170748, 324035207, 323631346, 321765335, 320810773, 319778160, 319738846, 319209811, 328561147, 327577671, 325170748, 324035207, 323631346, 321765335, 320810773, 319778160, 319738846, 319209811, 317102163, 317008225, 316472691, 315032943, 314995018, 314731889, 311749065, 307814432, 307086919, 306833862, 317102163, 317008225, 316472691, 315032943, 314995018, 314731889, 311749065, 307814432, 307086919, 306833862, 305172332, 304972470, 303706513, 303160049, 300951321, 299771511, 299332101, 299006865, 298596563, 298583061, 305172332, 304972470, 303706513, 303160049, 300951321, 299771511, 299332101, 299006865, 298596563, 298583061, 298200844, 298168394, 298077778, 296335004, 296320762, 271040841, 270322575, 257780091, 250165521, 235465643, 298200844, 298168394, 298077778, 296335004, 296320762, 271040841, 270322575, 257780091, 250165521, 235465643, 219378703, 186199776, 166243514, 165277194, 494722106, 484873811, 479035376, 424253551, 417741794, 408109246, 219378703, 186199776, 166243514, 165277194, 494722106, 484873811, 479035376, 424253551, 417741794, 408109246, 391599966, 379522089, 374456923, 365905745, 362439687, 361353337, 341324413, 334028165, 330274847, 320520247, 391599966, 379522089, 374456923, 365905745, 362439687, 361353337, 341324413, 334028165, 330274847, 320520247, 312230408, 303734432, 280522132, 277960525, 267483864, 264446864, 253375987, 216026814, 312230408, 303734432, 280522132, 277960525, 267483864, 264446864, 253375987, 216026814]"
42,라이너스 바베큐,"[670796043, 647059721, 640605976, 628772828, 628327011, 613869154, 611744503, 599711924, 552644464, 550619109, 670796043, 647059721, 640605976, 628772828, 628327011, 613869154, 611744503, 599711924, 552644464, 550619109, 546898721, 546179415, 545882496, 544136040, 543900748, 543355261, 541038896, 502246447, 494920067, 491384563, 546898721, 546179415, 545882496, 544136040, 543900748, 543355261, 541038896, 502246447, 494920067, 491384563, 462922680, 461404889, 435076439, 428730017, 419681221, 417104253, 416318021, 413363119, 411790248, 409919516, 462922680, 461404889, 435076439, 428730017, 419681221, 417104253, 416318021, 413363119, 411790248, 409919516, 399941337, 386745500, 373014625, 371630667, 364275216, 364046580, 358890886, 356330026, 352263620, 352018753, 399941337, 386745500, 373014625, 371630667, 364275216, 364046580, 358890886, 356330026, 352263620, 352018753, 347078209, 346496909, 332626111, 330775875, 327511207, 323352374, 323319798, 317313175, 315711151, 314231366, 347078209, 346496909, 332626111, 330775875, 327511207, 323352374, 323319798, 317313175, 315711151, 314231366, 305602544, 298216486, 669229083, 625566951, 623715929, 539572473, 535264346, 531626440, 529417425, 524841992, 305602544, 298216486, 669229083, 625566951, 623715929, 539572473, 535264346, 531626440, 529417425, 524841992, 508296627, 507616777, 498207482, 493935288, 492403614, 490681721, 489830384, 482444444, 478589005, 473534523, 508296627, 507616777, 498207482, 493935288, 492403614, 490681721, 489830384, 482444444, 478589005, 473534523, 471532460, 470897315, 460588399, 458096891, 452238283, 446661141, 445745147, 444977543, 442403095, 436724451, 471532460, 470897315, 460588399, 458096891, 452238283, 446661141, 445745147, 444977543, 442403095, 436724451, 435204890, 434446756, 433876316, 427539462, 426038205, 424248097, 401544319, 396178617, 382691811, 382380267, 435204890, 434446756, 433876316, 427539462, 426038205, 424248097, 401544319, 396178617, 382691811, 382380267, 381077038, 374087988, 372721402, 372009427, 365108146, 364105379, 362212027, 355454709, 350720364, 346453222, 381077038, 374087988, 372721402, 372009427, 365108146, 364105379, 362212027, 355454709, 350720364, 346453222, 343330373, 341150371, 341084685, 340385186, 335214617, 335201280, 333182304, 320788878, 319704641, 318794462, 343330373, 341150371, 341084685, 340385186, 335214617, 335201280, 333182304, 320788878, 319704641, 318794462, 318551170, 313738042, 310064036, 309677413, 307676001, 304895642, 297388823, 293994621, 289640628, 289025392, 318551170, 313738042, 310064036, 309677413, 307676001, 304895642, 297388823, 293994621, 289640628, 289025392, 285666759, 285655253, 279490579, 271728717, 270325832, 268062130, 266746433, 265417834, 262823350, 262306805, 285666759, 285655253, 279490579, 271728717, 270325832, 268062130, 266746433, 265417834, 262823350, 262306805, 260337053, 253829340, 252839736, 247796731, 245576388, 242863250, 233074056, 260337053, 253829340, 252839736, 247796731, 245576388, 242863250, 233074056]"
43,라지마할,"[648287648, 430166612, 323068699, 164361010, 164361012, 164361014, 164361016, 164361018, 666315872, 661572440, 648287648, 430166612, 323068699, 164361010, 164361012, 164361014, 164361016, 164361018, 666315872, 661572440, 650068780, 584340392, 584046970, 510578561, 507966780, 498747732, 492538643, 487343893, 482796266, 472001245, 650068780, 584340392, 584046970, 510578561, 507966780, 498747732, 492538643, 487343893, 482796266, 472001245, 425795409, 378196891, 362504830, 361393464, 328091797, 326424584, 319750150, 315001969, 269591414, 256327723, 425795409, 378196891, 362504830, 361393464, 328091797, 326424584, 319750150, 315001969, 269591414, 256327723, 235880222, 235880222]"
44,랑빠스81,"[613665042, 603166583, 593519384, 582072983, 581306322, 581178577, 577658296, 577052869, 576355000, 575801496, 613665042, 603166583, 593519384, 582072983, 581306322, 581178577, 577658296, 577052869, 576355000, 575801496, 575800531, 572101163, 569590240, 563460549, 505665638, 498770818, 496397488, 496002540, 495790308, 495280784, 575800531, 572101163, 569590240, 563460549, 505665638, 498770818, 496397488, 496002540, 495790308, 495280784, 495097700, 495097215, 495015561, 494752197, 494750853, 494113371, 494107139, 493406485, 394961399, 496157945, 495097700, 495097215, 495015561, 494752197, 494750853, 494113371, 494107139, 493406485, 394961399, 496157945, 495607472, 495553485, 494024311, 351455477, 495607472, 495553485, 494024311, 351455477]"
45,랠리쉬,"[633882723, 546285077, 544184195, 519892778, 422002743, 421716040, 421714771, 421714658, 421714183, 404854550, 395767299, 393905324, 385265808, 385265782, 385257705, 384827876, 381572611, 379246164, 362187984, 348381156, 324986985, 322810356, 322529275, 315013236, 311138007, 301019698, 300941290, 300458850, 297805266, 294354743, 265803743, 249502004, 232472333, 230258685, 228423861, 186227722, 185268946, 662233822, 654755025, 650433108, 608805016, 567015309, 544195394, 540895719, 525262989, 506762326, 471953022, 462617465, 427788600, 416519119, 416393669, 413055494, 396156707, 396155393, 393901904, 392890744, 386060971, 385267385, 384827400, 384824647, 383725454, 383057787, 375687569, 374810182, 368870894, 351020364, 349521760, 341794306, 336289925, 328913349, 317687498, 317674348, 315939673, 315576264, 311758415, 311431270, 311287346, 311278154, 295026463, 292557648, 283345489, 278080526, 258662642, 256516683, 250607309, 244350066, 241686366, 240135333, 240054603, 232762285, 232344427, 232316145, 232164408, 232156556, 228777862, 224972983, 221264598, 219586221, 218418807, 217935839, 209322255]"
46,루블랑,"[635875937, 598168309, 543068150, 453487346, 373939413, 365630757, 334336057, 329512692, 329495528, 329437407, 635875937, 598168309, 543068150, 453487346, 373939413, 365630757, 334336057, 329512692, 329495528, 329437407, 329182712, 323057333, 316974175, 306536758, 305444165, 274629649, 202647835, 202647135, 654699049, 636805118, 329182712, 323057333, 316974175, 306536758, 305444165, 274629649, 202647835, 202647135, 654699049, 636805118, 603733583, 490061197, 477195918, 456368759, 454639657, 434509568, 432137544, 426224126, 365668082, 328270714, 603733583, 490061197, 477195918, 456368759, 454639657, 434509568, 432137544, 426224126, 365668082, 328270714, 314159512, 266694783, 259714410, 243569967, 314159512, 266694783, 259714410, 243569967]"
