,name,review_x
81,본전돼지국밥,"[668484711, 644157280, 627939409, 619153633, 618779126, 618388175, 617124958, 616491369, 596342034, 595207287, 556580535, 545856931, 543331961, 542126295, 541581634, 539281743, 531358791, 530737185, 529759441, 528401052, 525434242, 517257182, 494444577, 481506044, 461728014, 456331056, 446623162, 444437740, 438629132, 436470217, 436256588, 426100942, 423814060, 421766667, 419836002, 406824395, 402312900, 399820007, 386040804, 374358102, 371073892, 351268359, 349875855, 339522036, 334569793, 332799987, 331416101, 330437553, 329728730, 325380086, 324122569, 323091726, 319753513, 317075452, 315240979, 314955527, 312215966, 310372514, 307999225, 299306599, 298511616, 297827832, 165277705, 165277707, 165277710, 471804590, 453287578, 453286920, 439368412, 417896534, 369553627, 362156223]"
82,봄베이인도요리전문점,"[643982043, 636228731, 591033635, 540021194, 528164990, 484524879, 430787486, 388639199, 376356656, 376309002, 643982043, 636228731, 591033635, 540021194, 528164990, 484524879, 430787486, 388639199, 376356656, 376309002, 376308068, 350946843, 331770401, 329855323, 327745379, 305600422, 300246465, 164361427, 164361430, 164361432, 376308068, 350946843, 331770401, 329855323, 327745379, 305600422, 300246465, 164361427, 164361430, 164361432, 164361435, 164361437, 674740513, 573224518, 549018614, 523156734, 500595019, 455846369, 445454625, 432014693, 164361435, 164361437, 674740513, 573224518, 549018614, 523156734, 500595019, 455846369, 445454625, 432014693, 428981758, 403950990, 349080994, 342237022, 320589260, 316252198, 309249474, 301342055, 292536381, 275676852, 428981758, 403950990, 349080994, 342237022, 320589260, 316252198, 309249474, 301342055, 292536381, 275676852, 237889297, 212204668, 237889297, 212204668]"
83,봉포머구리집,"[660648141, 659397533, 656661430, 655091615, 650632572, 626010805, 619952074, 599223276, 595097403, 593974079, 587758894, 566824917, 563631572, 551896566, 551382148, 549703705, 547795474, 546597028, 545895601, 543517617, 541028805, 540810688, 535810474, 530071339, 526165288, 514573816, 507983647, 506025180, 502493238, 501086511, 498073326, 497573815, 474417248, 468973606, 464631291, 460817073, 453022365, 452315182, 449047925, 430769876, 421374740, 406906260, 406520332, 400223246, 393739214, 391942544, 383993606, 344228134, 340411963, 338110944, 335583278, 323067353, 320625487, 319973813, 317008327, 316006199, 314962743, 312204156]"
84,부다스밸리 이태원점,"[672904226, 672064614, 671822886, 671725563, 632705853, 627790055, 590753241, 546295421, 545883077, 542120522, 535356841, 482782617, 461620312, 430175391, 413370295, 376281598, 347848486, 329903782, 329894709, 329175623, 328539782, 327513580, 324057237, 324039700, 322376488, 322257069, 320561174, 315068374, 314237430, 313959458, 311999241, 311702503, 298217943, 221219911, 176705218, 164360794, 164360795, 164360797, 164360800, 164360803, 571164021, 567621956, 562447407, 550545445, 520935817, 512178089, 485947724, 481491712, 474376677, 466197397, 461870535, 460854139, 457108380, 432534887, 427533019, 374028983, 369482020, 368050241, 361354271, 354466714, 353727605, 347492411, 346502637, 337422266, 336503586, 324381190, 305530315, 294405869, 290774322, 244249324, 206800118, 204434311]"
85,부자피자,"[653117629, 650150696, 647104749, 637723598, 605092932, 599728660, 578690186, 571581004, 564461167, 558903376, 555576422, 550585446, 546714358, 544317276, 543999061, 543497875, 543260963, 542155746, 541496363, 541367875, 540338912, 537002083, 531038831, 525145442, 524273984, 502604563, 487555678, 483333357, 478717697, 474495531, 467769270, 454265966, 444197906, 432143615, 420008257, 411835074, 411819858, 408206192, 406631000, 402203903, 393467158, 387773723, 385713043, 382167733, 379054548, 377315322, 376591813, 373575552, 371623016, 364257099, 362427814, 356307890, 351739023, 350668429, 348794012, 347030824, 345720652, 340120952, 339920101, 338563300, 336139104, 336137335, 335627888, 333395587, 331321712, 331125340, 329484061, 329440431, 329178605, 328737219, 327562061, 324580147, 324104877, 323835753, 323109513, 323086122, 321134263, 320276254, 317628809, 315065262, 311434874, 310833763, 310795823, 308369597, 304827462, 303971303, 303152780, 300072437, 299856682, 267032063, 256687868, 230016388, 218781371, 164359965, 165277297, 636205122, 623144157, 509231415, 455794517, 425251737, 393800707, 369785546, 358327014, 353210505, 328712690, 305520041, 245556359, 231289532]"
86,북촌손만두 인사본점,"[648496666, 629590133, 627673598, 626892849, 609403992, 593141791, 552128624, 542085118, 541693919, 531708111, 648496666, 629590133, 627673598, 626892849, 609403992, 593141791, 552128624, 542085118, 541693919, 531708111, 525876642, 475519501, 446076906, 440760670, 434176527, 419139818, 382169632, 356710564, 343986459, 343281192, 525876642, 475519501, 446076906, 440760670, 434176527, 419139818, 382169632, 356710564, 343986459, 343281192, 336153105, 332572705, 329841664, 326472764, 317630525, 316526241, 308532543, 304275848, 668817179, 662388289, 336153105, 332572705, 329841664, 326472764, 317630525, 316526241, 308532543, 304275848, 668817179, 662388289, 602932425, 573758110, 567157633, 556785142, 530030648, 529306962, 501888511, 499354159, 470219864, 434583145, 602932425, 573758110, 567157633, 556785142, 530030648, 529306962, 501888511, 499354159, 470219864, 434583145, 434221355, 367663415, 364296828, 293874148, 434221355, 367663415, 364296828, 293874148]"
87,불고기 브라더스 서울 파이낸스 센터점,"[639848471, 606196072, 544318967, 540098186, 535065648, 532790868, 377319218, 358023966, 346433356, 343967196, 332354232, 323517535, 323127258, 315355924, 314683348, 312833379, 312683980, 312298410, 310792591, 310688448, 303877782, 303263655, 302459401, 301336968, 300508193, 164361208, 164361210, 164361215, 164361214, 164361216, 645339188, 623642403, 597499704, 568600550, 500954450, 499128587, 475682658, 442735172, 436513553, 378980795, 372957297, 363830105, 312959349, 312028063, 303901043, 296495342, 263775502, 245427729, 232798350, 211512151]"
88,브라이 리퍼블릭,"[669762788, 644741943, 641449221, 634090360, 572031217, 566829876, 564222172, 560171248, 555545598, 547757255, 669762788, 644741943, 641449221, 634090360, 572031217, 566829876, 564222172, 560171248, 555545598, 547757255, 542328742, 521061044, 515421680, 511774390, 498248634, 496752795, 461403985, 409851639, 394885819, 390423167, 542328742, 521061044, 515421680, 511774390, 498248634, 496752795, 461403985, 409851639, 394885819, 390423167, 376921805, 373013326, 370314399, 354666292, 347690998, 339548377, 339514731, 334336956, 323056351, 320078691, 376921805, 373013326, 370314399, 354666292, 347690998, 339548377, 339514731, 334336956, 323056351, 320078691, 317968439, 304604643, 302342327, 298222363, 298085611, 290658917, 264217654, 264217570, 241388534, 194410217, 317968439, 304604643, 302342327, 298222363, 298085611, 290658917, 264217654, 264217570, 241388534, 194410217, 165870999, 164360772, 164360778, 164360774, 164360781, 164360783, 671062028, 629805397, 627095216, 624613689, 165870999, 164360772, 164360778, 164360774, 164360781, 164360783, 671062028, 629805397, 627095216, 624613689, 621786448, 540268206, 530061817, 525086766, 520433674, 517648854, 495573572, 495528702, 487643991, 475542346, 621786448, 540268206, 530061817, 525086766, 520433674, 517648854, 495573572, 495528702, 487643991, 475542346, 472313361, 471275883, 470474551, 463915412, 460797562, 459487554, 456021622, 453695419, 447668457, 446674695, 472313361, 471275883, 470474551, 463915412, 460797562, 459487554, 456021622, 453695419, 447668457, 446674695, 445486120, 443456587, 442057840, 435140569, 430464841, 428625320, 427088065, 420455671, 415162564, 413044052, 445486120, 443456587, 442057840, 435140569, 430464841, 428625320, 427088065, 420455671, 415162564, 413044052, 410046319, 407029772, 399791949, 391546204, 376034488, 373045599, 370651965, 369884092, 368595867, 368305020, 410046319, 407029772, 399791949, 391546204, 376034488, 373045599, 370651965, 369884092, 368595867, 368305020, 366568768, 364978438, 356923197, 353667496, 353208251, 335147924, 330775598, 325653258, 322947641, 321739803, 366568768, 364978438, 356923197, 353667496, 353208251, 335147924, 330775598, 325653258, 322947641, 321739803, 318032606, 309799002, 309675048, 307450445, 298721849, 295641200, 291940523, 284670540, 284070815, 283311243, 318032606, 309799002, 309675048, 307450445, 298721849, 295641200, 291940523, 284670540, 284070815, 283311243, 280136462, 279421512, 272475985, 271727905, 269025060, 268077983, 265955617, 263530262, 260773817, 257784959, 280136462, 279421512, 272475985, 271727905, 269025060, 268077983, 265955617, 263530262, 260773817, 257784959, 257384971, 257047547, 254070710, 253954324, 247268279, 245970350, 243769661, 243276951, 243143217, 243035965, 257384971, 257047547, 254070710, 253954324, 247268279, 245970350, 243769661, 243276951, 243143217, 243035965, 239077486, 237377053, 236766303, 235001427, 231796543, 223733044, 217985345, 214024305, 210700108, 205601927, 239077486, 237377053, 236766303, 235001427, 231796543, 223733044, 217985345, 214024305, 210700108, 205601927]"
89,브레라,"[673603530, 673123574, 639360621, 624591612, 587644553, 568651534, 561619534, 561383473, 550122974, 541099517, 527574284, 510042527, 506932758, 500592354, 500588370, 499312850, 479633616, 455596596, 440987770, 439509641, 438427281, 398298732, 373103052, 352599310, 351526338, 351256576, 351245951, 342794558, 342043383, 342032604, 341823839, 336187687, 329554011, 329522370, 328910101, 326803805, 324041382, 317996164, 317216009, 313544020, 309227856, 298116328, 667774045, 663762421, 661938516, 609440857, 608833021, 607577193, 596919742, 509182982, 508875700, 508396504, 507947085, 507629266, 505999392, 505387952, 488119217, 487800074, 482257260, 478509451, 478414686, 475376705, 469944354, 469535943, 467990634, 457563838, 457018798, 453906880, 451660067, 451625983, 450435245, 449509853, 448170277, 443479043, 443420453, 442792947, 441824084, 440314444, 438740472, 438670810, 438409503, 436755438, 415287745, 404305045, 401978447, 395643245, 390589297, 389784462, 386929102, 386692038, 386341319, 386047836, 382708128, 382519890, 382356663, 380100001, 377280023, 370858616, 369732170, 367793797, 367731204, 364797041, 358320262, 355461433, 354556047, 354497834, 349866243, 346511757, 346043579, 344663927, 343739801, 342752137, 341563552, 341559398, 341556095, 339861609, 339861599, 338564193, 338004476, 337780741, 335902979, 332824976, 329476634, 328740472, 328565364, 327940225, 327520594, 325842382, 324578038, 324549964, 323602639, 323374322, 323026082, 322880216, 322838416, 322817654, 322785127, 322278164, 322261296, 321781236, 321344213, 321266395, 321265558, 321139178, 321041197, 320917972, 320890042, 320330712, 317523892, 316271295, 315643233, 314552020, 313182730, 312628270, 312344781, 309409727, 308912633, 307342848, 304328665, 302773035, 302727199, 301036492, 300628645, 300626400, 299722798, 299717302, 299364512, 299359636, 299025439, 298945615, 298740615, 298689049, 298618264, 298140524, 297385158, 297365344, 296772304, 296470472, 284139155, 281511196]"
90,브루클린 더버거조인트,"[652879658, 651997671, 651689719, 649570099, 648495319, 645977072, 638712805, 634320758, 629417732, 622313940, 620672791, 618743595, 605597365, 604454464, 603665975, 599592834, 595057872, 570281655, 569580039, 569029220, 568546091, 568399384, 567802779, 567624226, 551763073, 544163287, 537137236, 491626374, 477662009, 473729915, 447767138, 442502723, 441856035, 436912576, 432141349, 407297187, 395745767, 392405404, 384791420, 383184785, 375160515, 374531736, 371670781, 368918567, 362441828, 360327660, 350981148, 348729636, 344132101, 343898833, 336116350, 335356048, 334924344, 329172587, 327350168, 327120056, 319352907, 310844210, 303557708, 303088930, 299025711, 299013954, 298869109, 296541897, 295912613, 269216392, 261002657, 260215071, 254203042, 164359407, 164359410, 164359411, 531335859, 453457694, 446696891, 437194881, 418277217, 412052851, 399062959, 346064293, 342516833, 337804686, 336627542, 333963972, 333603134, 331785284, 330061866, 313924619, 300054902, 277619561, 276326359, 276315305, 271438493, 269426457, 267986351, 266567279, 262277129, 259048052, 238711137, 232337630, 221581530]"
91,브릭 오븐 뉴욕 피자,"[654217608, 652522547, 650430375, 590142581, 578408154, 568580101, 568197091, 540523893, 517666778, 507979820, 481614204, 392942771, 379807552, 358188693, 352766779, 340710302, 335914915, 327761580, 326682697, 318941930, 307500354, 306157485, 296771292, 208299655, 164359793, 164359796, 164359799, 164359802, 164359804, 653787769, 632500112, 628026386, 586146232, 574369122, 571721769, 568007434, 566772312, 536516665, 525239133, 495307776, 492210960, 442757489, 429030515, 426220967, 409185556, 405499989, 405072407, 370357285, 361765898, 359764652, 339082272, 330063287, 326178177, 313924907, 310376362, 302443332, 302423526, 268936838, 265388811, 245146218, 243792492, 240700547, 231293635, 213081009]"
92,산방식당,"[657139508, 636601816, 581016266, 577614662, 539415039, 524986903, 499256017, 474453841, 472560014, 454473351, 657139508, 636601816, 581016266, 577614662, 539415039, 524986903, 499256017, 474453841, 472560014, 454473351, 446517795, 446185930, 438175300, 419190483, 407298383, 396045880, 393827085, 379017266, 371368870, 371110930, 446517795, 446185930, 438175300, 419190483, 407298383, 396045880, 393827085, 379017266, 371368870, 371110930, 366260765, 352520007, 350777303, 350762353, 348864404, 347128206, 346818115, 340173608, 334743083, 333622533, 366260765, 352520007, 350777303, 350762353, 348864404, 347128206, 346818115, 340173608, 334743083, 333622533, 331919492, 331121848, 330803666, 329920362, 329265677, 324965583, 323383149, 323120184, 318443252, 315301114, 331919492, 331121848, 330803666, 329920362, 329265677, 324965583, 323383149, 323120184, 318443252, 315301114, 315277359, 315037958, 304262245, 302387240, 299494049, 269608948, 224278887, 213012311, 205631868, 443736665, 315277359, 315037958, 304262245, 302387240, 299494049, 269608948, 224278887, 213012311, 205631868, 443736665, 299163822, 299163822]"
93,산촌,"[622120822, 329111072, 322547232, 232315981, 165278448, 165278451, 165278454, 165278455, 165278459, 671502699, 671325185, 668556426, 667988389, 651673745, 624856079, 613157984, 606561274, 600569939, 541219291, 533954737, 516522378, 512014133, 510715074, 503069429, 476704940, 476021584, 432405972, 426727740, 425287437, 411030515, 402275807, 400223510, 399821129, 396769113, 393397877, 390542747, 384907816, 373595465, 371364339, 369280646, 363557495, 363176304, 358890653, 353567055, 349326970, 344453654, 339141734, 335969458, 335355400, 333373417, 331782217, 329506602, 327706811, 317711448, 314678622, 311541428, 310930104, 299767569, 295570699, 294442457, 274884934, 268770580, 264333534, 246777962, 244742905, 234216973, 204590254]"
94,삼다정,"[670801079, 665952484, 655100388, 652107717, 649057674, 648061891, 648060833, 631095055, 619229462, 614262205, 670801079, 665952484, 655100388, 652107717, 649057674, 648061891, 648060833, 631095055, 619229462, 614262205, 670801079, 665952484, 655100388, 652107717, 649057674, 648061891, 648060833, 631095055, 619229462, 614262205, 614228482, 604845193, 604543743, 600748380, 593161370, 593155280, 593154527, 577032195, 566372530, 558491197, 614228482, 604845193, 604543743, 600748380, 593161370, 593155280, 593154527, 577032195, 566372530, 558491197, 614228482, 604845193, 604543743, 600748380, 593161370, 593155280, 593154527, 577032195, 566372530, 558491197, 548352121, 546612283, 546525158, 543724563, 542551074, 540642849, 517036917, 512021914, 467079126, 460419811, 548352121, 546612283, 546525158, 543724563, 542551074, 540642849, 517036917, 512021914, 467079126, 460419811, 548352121, 546612283, 546525158, 543724563, 542551074, 540642849, 517036917, 512021914, 467079126, 460419811, 446292481, 445455625, 441163801, 437891238, 400705750, 400703160, 398656453, 386287076, 381093558, 372961553, 446292481, 445455625, 441163801, 437891238, 400705750, 400703160, 398656453, 386287076, 381093558, 372961553, 446292481, 445455625, 441163801, 437891238, 400705750, 400703160, 398656453, 386287076, 381093558, 372961553, 367621446, 360875369, 359548626, 356470747, 354470628, 353742506, 352156245, 349537345, 333451932, 328925362, 367621446, 360875369, 359548626, 356470747, 354470628, 353742506, 352156245, 349537345, 333451932, 328925362, 367621446, 360875369, 359548626, 356470747, 354470628, 353742506, 352156245, 349537345, 333451932, 328925362, 327938793, 327921510, 323446829, 315269991, 314959446, 312227736, 303695324, 253916443, 253757778, 245442171, 327938793, 327921510, 323446829, 315269991, 314959446, 312227736, 303695324, 253916443, 253757778, 245442171, 327938793, 327921510, 323446829, 315269991, 314959446, 312227736, 303695324, 253916443, 253757778, 245442171, 226184270, 347027047, 314985300, 226184270, 347027047, 314985300, 226184270, 347027047, 314985300]"
95,삼대 국수회관,"[633709594, 627381364, 609388082, 581099814, 569405620, 561143878, 547477904, 544339898, 532214577, 517260703, 633709594, 627381364, 609388082, 581099814, 569405620, 561143878, 547477904, 544339898, 532214577, 517260703, 633709594, 627381364, 609388082, 581099814, 569405620, 561143878, 547477904, 544339898, 532214577, 517260703, 500813499, 486336081, 481615599, 468993380, 453625692, 441927669, 436723896, 423392621, 423039769, 421061782, 500813499, 486336081, 481615599, 468993380, 453625692, 441927669, 436723896, 423392621, 423039769, 421061782, 500813499, 486336081, 481615599, 468993380, 453625692, 441927669, 436723896, 423392621, 423039769, 421061782, 409073866, 407312188, 398615754, 389925786, 370863794, 361418179, 345418459, 335833538, 332880305, 331121486, 409073866, 407312188, 398615754, 389925786, 370863794, 361418179, 345418459, 335833538, 332880305, 331121486, 409073866, 407312188, 398615754, 389925786, 370863794, 361418179, 345418459, 335833538, 332880305, 331121486, 329926459, 325005245, 324042267, 323762488, 322787580, 320276958, 318443613, 317277730, 316512560, 316483190, 329926459, 325005245, 324042267, 323762488, 322787580, 320276958, 318443613, 317277730, 316512560, 316483190, 329926459, 325005245, 324042267, 323762488, 322787580, 320276958, 318443613, 317277730, 316512560, 316483190, 314951268, 312237380, 312015731, 306156711, 303569435, 298732048, 298555459, 298147118, 286110188, 252181896, 314951268, 312237380, 312015731, 306156711, 303569435, 298732048, 298555459, 298147118, 286110188, 252181896, 314951268, 312237380, 312015731, 306156711, 303569435, 298732048, 298555459, 298147118, 286110188, 252181896, 226183424, 226145782, 220150737, 548028217, 226183424, 226145782, 220150737, 548028217, 226183424, 226145782, 220150737, 548028217]"
96,삼백집,"[671741184, 671149581, 670582794, 665943873, 664106955, 650607952, 648851869, 648232095, 646716293, 640022024, 671741184, 671149581, 670582794, 665943873, 664106955, 650607952, 648851869, 648232095, 646716293, 640022024, 671741184, 671149581, 670582794, 665943873, 664106955, 650607952, 648851869, 648232095, 646716293, 640022024, 626925003, 625975971, 621635970, 619280263, 612895694, 603645026, 578907008, 564531248, 561894982, 561252967, 626925003, 625975971, 621635970, 619280263, 612895694, 603645026, 578907008, 564531248, 561894982, 561252967, 626925003, 625975971, 621635970, 619280263, 612895694, 603645026, 578907008, 564531248, 561894982, 561252967, 555311823, 554523290, 543990445, 542736933, 542605748, 541791526, 541575750, 541345848, 541302924, 538162662, 555311823, 554523290, 543990445, 542736933, 542605748, 541791526, 541575750, 541345848, 541302924, 538162662, 555311823, 554523290, 543990445, 542736933, 542605748, 541791526, 541575750, 541345848, 541302924, 538162662, 533254573, 532337642, 530389367, 529397478, 507625494, 506608005, 505118587, 503812316, 499780684, 498405044, 533254573, 532337642, 530389367, 529397478, 507625494, 506608005, 505118587, 503812316, 499780684, 498405044, 533254573, 532337642, 530389367, 529397478, 507625494, 506608005, 505118587, 503812316, 499780684, 498405044, 474385005, 473715523, 444467160, 441780770, 439730959, 436457771, 432267464, 431743187, 431383074, 422001186, 474385005, 473715523, 444467160, 441780770, 439730959, 436457771, 432267464, 431743187, 431383074, 422001186, 474385005, 473715523, 444467160, 441780770, 439730959, 436457771, 432267464, 431743187, 431383074, 422001186, 394145639, 379784561, 366056978, 358209126, 357722152, 349807355, 349559938, 348168550, 346475859, 345586696, 394145639, 379784561, 366056978, 358209126, 357722152, 349807355, 349559938, 348168550, 346475859, 345586696, 394145639, 379784561, 366056978, 358209126, 357722152, 349807355, 349559938, 348168550, 346475859, 345586696, 343445608, 325833498, 325621157, 319189351, 318830617, 315698315, 314958843, 313000721, 305298052, 300152864, 343445608, 325833498, 325621157, 319189351, 318830617, 315698315, 314958843, 313000721, 305298052, 300152864, 343445608, 325833498, 325621157, 319189351, 318830617, 315698315, 314958843, 313000721, 305298052, 300152864, 271851386, 452552168, 409788243, 362699445, 271851386, 452552168, 409788243, 362699445, 271851386, 452552168, 409788243, 362699445]"
97,삼성혈해물탕,"[656180516, 649755217, 645318689, 633437121, 633312054, 622125086, 617517722, 613023435, 581100205, 566205178, 656180516, 649755217, 645318689, 633437121, 633312054, 622125086, 617517722, 613023435, 581100205, 566205178, 656180516, 649755217, 645318689, 633437121, 633312054, 622125086, 617517722, 613023435, 581100205, 566205178, 565795950, 542111800, 539253082, 530746596, 503116630, 498733820, 495780855, 470100204, 435845685, 420373903, 565795950, 542111800, 539253082, 530746596, 503116630, 498733820, 495780855, 470100204, 435845685, 420373903, 565795950, 542111800, 539253082, 530746596, 503116630, 498733820, 495780855, 470100204, 435845685, 420373903, 403954684, 399390926, 396044893, 389243034, 383421247, 373908518, 362166290, 356143952, 355457842, 343221488, 403954684, 399390926, 396044893, 389243034, 383421247, 373908518, 362166290, 356143952, 355457842, 343221488, 403954684, 399390926, 396044893, 389243034, 383421247, 373908518, 362166290, 356143952, 355457842, 343221488, 342247735, 334345616, 331715768, 329332416, 329282762, 328293184, 328001255, 327939257, 325446832, 323121111, 342247735, 334345616, 331715768, 329332416, 329282762, 328293184, 328001255, 327939257, 325446832, 323121111, 342247735, 334345616, 331715768, 329332416, 329282762, 328293184, 328001255, 327939257, 325446832, 323121111, 322242142, 320818710, 311817822, 303195740, 302423115, 469137004, 322242142, 320818710, 311817822, 303195740, 302423115, 469137004, 322242142, 320818710, 311817822, 303195740, 302423115, 469137004]"
98,삼청동 수제비,"[658372431, 629265741, 616596302, 574651329, 558802133, 549444139, 549232170, 543790030, 542085642, 530432207, 525291565, 511373559, 492109421, 481456290, 450602956, 447951463, 427440571, 423759391, 423680458, 395663700, 381294714, 375484832, 369154557, 355888067, 354214356, 353440769, 352842306, 343986035, 338384312, 335584850, 335341308, 334687237, 329649798, 327733515, 325624890, 324320279, 323147883, 317489434, 316988773, 313400523, 312685594, 311466780, 305220489, 297823633, 297377890, 297060505, 266390044, 228372292, 205781416, 202352746, 197550805, 178788360, 150600987, 165278107, 165278108, 165278109, 165278113, 544580619, 533616222, 328492199, 317477176]"
99,새마을 식당 논현 본점,"[619803359, 616354498, 585264438, 546188063, 543761369, 543724451, 543262962, 541985200, 540293458, 509238925, 482512786, 479758796, 456540401, 451343369, 429408032, 426249657, 406033595, 387445973, 386328141, 374434664, 369496552, 361393168, 360230610, 346745517, 346744407, 343898979, 329350577, 329177925, 327741437, 321893445, 320817057, 319350381, 319196296, 318435677, 318229091, 316777045, 315015497, 311187442, 270306651, 269412468, 165278089, 165278091, 165278092, 165278093, 135516320, 490505836, 480342604, 470187277, 436725722, 435308652, 431155604, 390634818, 386254946, 352474189, 347761437, 345144087, 320823259, 258658986, 248864688]"
100,새벽집 청담점,"[622642175, 621631413, 619575411, 618380015, 606888091, 581583664, 575843865, 556982993, 555992677, 555426066, 541122969, 530380304, 524292823, 520103812, 511147643, 495808843, 482323593, 472942377, 450003843, 443399987, 442126576, 420989371, 418411604, 411808591, 408655945, 408199361, 376621548, 365559430, 343899331, 340918554, 339798454, 339505104, 332354354, 329349397, 328913873, 328526046, 328024374, 324043085, 320813758, 314947356, 313444734, 306244564, 306117540, 304674850, 287594588, 210662941, 164359526, 165277196, 353053569, 345586481, 320045498, 316196641]"
101,생어거스틴 판교점,"[659702000, 658731667, 633320712, 623958774, 604685580, 586540339, 584097045, 578903825, 552662956, 547667343, 545397050, 545226462, 540837699, 539866757, 529322723, 525329278, 522117073, 493645518, 483775115, 469288622, 459493378, 453888269, 445460188, 443960986, 443216003, 440732267, 409031915, 397094929, 382015427, 377223171, 376062319, 372578863, 372495694, 363380502, 353034246, 343964449, 342567801, 342490224, 333661029, 331812829, 329861743, 329635932, 326478674, 322528422, 321741121, 321736494, 319967699, 318827056, 318431144, 314942596, 312672207, 312524144, 311549589, 311438483, 306129883, 305640070, 300445386, 298879253, 235643814, 221495041, 213578321, 662240003, 292061800]"
102,샤키즈 바 앤 그릴 3,"[591034779, 546506925, 528981588, 455374527, 445751180, 400737635, 394478549, 383309661, 378251050, 634750836, 520991091, 513663116, 502115536, 491633260, 489529008, 485567763, 482329456, 482004143, 481532351, 481191181, 479609608, 478101779, 470502801, 466753856, 452329395, 441889188, 441887501, 438713973, 438703667, 433901121, 423543019, 421608156, 421387659, 420482515, 417880194, 412111864, 403872325, 393262055, 388621666, 368468395, 365860329, 365288367, 362226376, 323798567, 316232122, 304810582, 299905813, 295510415, 289695689, 289371072, 288380056, 287857074, 285662478, 281970340, 281041733, 280825645, 274916790]"
103,서울24시감자탕 서현점,"[672655420, 672328128, 671255320, 667295624, 657913481, 651360353, 646167103, 642759984, 640525579, 633511464, 672655420, 672328128, 671255320, 667295624, 657913481, 651360353, 646167103, 642759984, 640525579, 633511464, 631468009, 614716746, 611265021, 604687077, 597463449, 594617771, 594340555, 588613177, 585259302, 580289920, 631468009, 614716746, 611265021, 604687077, 597463449, 594617771, 594340555, 588613177, 585259302, 580289920, 571952777, 568183471, 566385037, 564128339, 555359185, 551647358, 544920791, 541945409, 541699015, 541380327, 571952777, 568183471, 566385037, 564128339, 555359185, 551647358, 544920791, 541945409, 541699015, 541380327, 541282274, 541042733, 540812460, 539537988, 538994097, 534460029, 534174958, 530746811, 521630753, 510771021, 541282274, 541042733, 540812460, 539537988, 538994097, 534460029, 534174958, 530746811, 521630753, 510771021, 507003294, 500560402, 481492491, 479476944, 479012403, 451374924, 446683036, 446241367, 441705233, 428211194, 507003294, 500560402, 481492491, 479476944, 479012403, 451374924, 446683036, 446241367, 441705233, 428211194, 409090820, 397171162, 382048097, 377223324, 375333061, 373879774, 372579073, 372495323, 365561846, 361391393, 409090820, 397171162, 382048097, 377223324, 375333061, 373879774, 372579073, 372495323, 365561846, 361391393, 348772033, 334383295, 332187253, 331712866, 329861554, 323384504, 323101888, 318432151, 316468468, 311152323, 348772033, 334383295, 332187253, 331712866, 329861554, 323384504, 323101888, 318432151, 316468468, 311152323, 305335483, 218559928, 305335483, 218559928]"
104,소울 키친,"[662377403, 654218128, 644280808, 620898641, 608180912, 605582457, 596945712, 586806868, 570675291, 569836735, 662377403, 654218128, 644280808, 620898641, 608180912, 605582457, 596945712, 586806868, 570675291, 569836735, 556187161, 556000407, 544163551, 543369843, 494800954, 484847514, 454258877, 440496896, 437951546, 427759013, 556187161, 556000407, 544163551, 543369843, 494800954, 484847514, 454258877, 440496896, 437951546, 427759013, 410344901, 383048576, 373659374, 351519261, 347266104, 339493210, 330640876, 328001731, 327288442, 318387988, 410344901, 383048576, 373659374, 351519261, 347266104, 339493210, 330640876, 328001731, 327288442, 318387988, 312041937, 311790965, 250626692, 665494166, 648099455, 598112879, 596000348, 593676371, 590397142, 588862087, 312041937, 311790965, 250626692, 665494166, 648099455, 598112879, 596000348, 593676371, 590397142, 588862087, 588741396, 584464059, 580582081, 570705495, 548013750, 526185039, 514736168, 504415913, 501574044, 499359768, 588741396, 584464059, 580582081, 570705495, 548013750, 526185039, 514736168, 504415913, 501574044, 499359768, 495345427, 492101962, 491901992, 485228840, 480800748, 477576035, 474939167, 473496151, 445776097, 440818289, 495345427, 492101962, 491901992, 485228840, 480800748, 477576035, 474939167, 473496151, 445776097, 440818289, 436488453, 431441908, 429087305, 425248270, 420506267, 418423593, 408144321, 404751304, 381008813, 377196168, 436488453, 431441908, 429087305, 425248270, 420506267, 418423593, 408144321, 404751304, 381008813, 377196168, 376698004, 375846264, 367644427, 360595808, 360009741, 359547573, 346040048, 341164689, 332009169, 329912293, 376698004, 375846264, 367644427, 360595808, 360009741, 359547573, 346040048, 341164689, 332009169, 329912293, 327711294, 318212542, 315775735, 307712156, 287852603, 286297315, 285183889, 282849120, 277684427, 275487562, 327711294, 318212542, 315775735, 307712156, 287852603, 286297315, 285183889, 282849120, 277684427, 275487562, 268236184, 267673155, 266339769, 264758501, 264631895, 264602769, 263184953, 261784155, 260190563, 256058549, 268236184, 267673155, 266339769, 264758501, 264631895, 264602769, 263184953, 261784155, 260190563, 256058549, 241932324, 240478103, 237689734, 236691642, 235511154, 233255009, 241932324, 240478103, 237689734, 236691642, 235511154, 233255009]"
